"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 04, 2016","203.28","204.38","204.38","202.17","274.32K","0.75%"
"Jan 03, 2016","201.77","200.75","203.91","200.43","325.12K","0.63%"
"Dec 31, 2015","200.51","200.98","201.38","200.27","563.32K","0.04%"
"Dec 30, 2015","200.43","200.75","200.75","200.27","365.83K","-0.08%"
"Dec 29, 2015","200.59","200.35","200.83","200.27","778.79K","-0.04%"
"Dec 28, 2015","200.67","200.75","201.06","200.51","425.41K","0.00%"
"Dec 27, 2015","200.67","200.83","201.22","200.51","363.69K","0.00%"
"Dec 24, 2015","200.67","200.75","201.54","200.04","297.77K","-0.04%"
"Dec 23, 2015","200.75","201.06","201.54","200.43","328.49K","-0.15%"
"Dec 22, 2015","201.06","201.77","201.77","200.83","543.60K","-0.47%"
"Dec 21, 2015","202.01","203.83","203.91","201.22","723.90K","-0.51%"
"Dec 20, 2015","203.04","202.56","203.91","202.17","562.83K","0.08%"
"Dec 17, 2015","202.88","203.91","204.07","202.72","556.24K","-0.47%"
"Dec 15, 2015","203.83","202.56","204.38","202.56","891.19K","0.08%"
"Dec 14, 2015","203.67","200.90","204.46","200.83","823.65K","1.14%"
"Dec 13, 2015","201.38","201.54","202.17","200.90","774.24K","-0.19%"
"Dec 10, 2015","201.77","200.98","202.25","199.64","589.15K","0.39%"
"Dec 09, 2015","200.98","201.54","201.85","200.19","693.05K","-0.28%"
"Dec 08, 2015","201.54","203.91","204.70","200.75","937.87K","-0.66%"
"Dec 07, 2015","202.88","204.70","205.81","202.41","667.65K","1.18%"
"Dec 06, 2015","200.51","200.98","201.38","200.27","563.32K","-1.67%"
"Dec 03, 2015","203.91","203.91","204.30","203.20","679.83K","-0.08%"
"Dec 02, 2015","204.07","204.30","204.38","202.49","703.44K","0.04%"
"Dec 01, 2015","203.99","200.98","204.46","200.98","899.02K","1.57%"
"Nov 30, 2015","200.83","200.04","202.25","199.32","765.00K","1.12%"
"Nov 29, 2015","198.61","199.56","199.96","195.21","698.30K","0.00%"
"Nov 26, 2015","198.61","198.61","199.64","197.35","532.24K","0.64%"
"Nov 25, 2015","197.35","197.35","198.38","196.16","546.99K","0.44%"
"Nov 24, 2015","196.48","196.48","196.80","195.45","256.52K","0.00%"
"Nov 23, 2015","196.48","196.32","197.19","195.29","667.08K","0.36%"
"Nov 22, 2015","195.77","196.80","196.64","195.61","334.80K","-0.40%"
"Nov 19, 2015","196.56","196.80","197.11","196.08","289.07K","-0.12%"
"Nov 18, 2015","196.80","196.80","197.35","196.00","314.41K","0.04%"
"Nov 17, 2015","196.72","197.59","197.59","195.29","421.64K","0.00%"
"Nov 16, 2015","196.72","197.59","197.59","195.77","518.49K","-0.08%"
"Nov 15, 2015","196.87","196.80","197.59","196.00","250.09K","-0.12%"
"Nov 12, 2015","197.11","196.08","197.98","196.08","426.12K","-0.24%"
"Nov 11, 2015","197.59","198.77","199.17","197.19","375.70K","-0.51%"
"Nov 10, 2015","198.61","198.38","199.40","197.59","559.62K","0.00%"
"Nov 09, 2015","198.61","196.16","199.17","195.29","657.29K","1.25%"
"Nov 08, 2015","196.16","196.48","198.06","196.08","250.42K","-0.80%"
"Nov 05, 2015","197.74","195.77","198.30","195.77","561.30K","0.72%"
"Nov 04, 2015","196.32","197.19","197.19","194.58","304.61K","-0.08%"
"Nov 03, 2015","196.48","195.61","197.98","195.14","1.07M","0.61%"
"Nov 02, 2015","195.29","193.63","195.45","191.97","939.45K","1.23%"
"Nov 01, 2015","192.92","191.74","193.24","190.55","296.54K","0.45%"
"Oct 29, 2015","192.05","193.55","194.82","191.42","738.71K","0.08%"
"Oct 28, 2015","191.90","191.26","192.53","190.87","281.52K","0.29%"
"Oct 27, 2015","191.34","192.05","192.84","190.87","346.73K","-0.33%"
"Oct 26, 2015","191.97","191.26","192.45","191.26","249.42K","0.29%"
"Oct 25, 2015","191.42","190.87","192.84","190.24","212.10K","0.33%"
"Oct 21, 2015","190.79","192.84","192.84","190.16","257.14K","-1.06%"
"Oct 20, 2015","192.84","191.50","193.55","190.95","256.71K","0.83%"
"Oct 19, 2015","191.26","191.26","192.05","189.29","254.80K","0.58%"
"Oct 18, 2015","190.16","190.31","192.05","188.10","404.29K","-0.08%"
"Oct 15, 2015","190.31","190.08","191.42","189.45","336.37K","0.12%"
"Oct 14, 2015","190.08","190.47","191.26","189.60","433.05K","-0.20%"
"Oct 13, 2015","190.47","191.58","193.24","190.24","762.18K","-0.99%"
"Oct 12, 2015","192.37","192.05","193.63","191.26","378.42K","0.29%"
"Oct 11, 2015","191.82","194.19","194.19","190.79","403.65K","-1.30%"
"Oct 08, 2015","194.35","194.42","194.82","194.03","302.82K","0.00%"
"Oct 07, 2015","194.35","196.00","196.00","193.63","523.10K","-0.24%"
"Oct 06, 2015","194.82","195.53","196.64","194.27","701.85K","-0.53%"
"Oct 05, 2015","195.85","195.77","196.16","194.11","541.01K","0.00%"
"Oct 04, 2015","195.85","196.64","196.87","195.61","414.77K","-0.56%"
"Oct 01, 2015","196.95","197.27","197.59","196.72","323.05K","-0.08%"
"Sep 30, 2015","197.11","196.16","198.53","196.16","1.03M","-0.48%"
"Sep 29, 2015","198.06","197.82","198.53","195.69","740.49K","0.08%"
"Sep 28, 2015","197.90","197.98","199.17","197.59","536.12K","-0.28%"
"Sep 22, 2015","198.45","198.45","198.93","198.06","286.24K","0.00%"
"Sep 21, 2015","198.45","197.59","199.32","197.59","549.43K","0.32%"
"Sep 20, 2015","197.82","199.48","199.48","197.59","483.36K","-0.32%"
"Sep 17, 2015","198.45","199.88","199.88","198.22","429.10K","-0.44%"
"Sep 16, 2015","199.32","197.98","199.64","197.98","392.22K","0.36%"
"Sep 15, 2015","198.61","198.38","200.11","197.59","474.28K","0.52%"
"Sep 14, 2015","197.59","196.80","197.82","196.24","618.57K","0.28%"
"Sep 13, 2015","197.03","196.16","197.66","196.16","367.36K","0.20%"
"Sep 10, 2015","196.64","197.51","197.59","196.32","683.11K","-0.44%"
"Sep 09, 2015","197.51","197.43","197.66","196.40","1.11M","0.24%"
"Sep 08, 2015","197.03","197.43","198.22","196.00","649.66K","0.40%"
"Sep 07, 2015","196.24","198.38","198.77","195.77","710.54K","-0.84%"
"Sep 06, 2015","197.90","200.59","200.59","197.66","573.15K","-1.10%"
"Sep 03, 2015","200.11","200.75","201.06","199.17","641.49K","-0.47%"
"Sep 02, 2015","201.06","200.67","201.54","199.17","811.43K","0.51%"
"Sep 01, 2015","200.04","200.67","200.75","197.66","690.17K","0.08%"
"Aug 31, 2015","199.88","197.03","200.11","196.08","1.45M","1.73%"
"Aug 30, 2015","196.48","195.93","197.19","195.21","926.75K","0.32%"
"Aug 27, 2015","195.85","195.06","196.48","194.19","1.51M","-0.04%"
"Aug 26, 2015","195.93","193.87","196.16","193.79","1.06M","0.53%"
"Aug 25, 2015","194.90","193.24","195.37","191.50","1.15M","0.49%"
"Aug 24, 2015","193.95","195.06","195.06","193.63","910.99K","-0.32%"
"Aug 23, 2015","194.58","195.37","196.00","192.45","659.23K","-0.40%"
"Aug 20, 2015","195.37","191.97","196.80","191.90","1.58M","1.89%"
"Aug 19, 2015","191.74","189.37","192.69","188.10","1.28M","1.55%"
"Aug 18, 2015","188.81","185.97","189.29","185.34","887.86K","1.70%"
"Aug 17, 2015","185.65","188.10","190.00","185.10","906.81K","-0.89%"
"Aug 16, 2015","187.31","188.10","190.71","186.60","1.68M","-0.52%"
"Aug 12, 2015","188.28","188.56","188.98","187.64","914.48K","0.15%"
"Aug 11, 2015","188.00","188.28","189.33","187.57","757.45K","-0.33%"
"Aug 10, 2015","188.63","188.35","189.33","188.28","867.78K","-0.22%"
"Aug 09, 2015","189.05","187.93","189.47","187.36","767.85K","1.24%"
"Aug 06, 2015","186.73","188.28","188.28","186.03","809.77K","-0.82%"
"Aug 05, 2015","188.28","188.56","190.31","187.86","1.17M","-0.44%"
"Aug 04, 2015","189.12","190.10","190.45","188.49","1.03M","-0.52%"
"Aug 03, 2015","190.10","189.68","190.53","189.33","1.48M","0.37%"
"Aug 02, 2015","189.40","190.38","191.79","188.77","823.85K","-1.14%"
"Jul 30, 2015","191.58","192.70","193.05","188.28","1.38M","-0.58%"
"Jul 29, 2015","192.70","193.76","193.90","190.95","1.32M","0.18%"
"Jul 28, 2015","192.35","188.84","193.12","188.00","1.87M","1.82%"
"Jul 27, 2015","188.91","186.87","188.98","185.54","1.39M","1.09%"
"Jul 26, 2015","186.87","188.28","188.77","185.12","888.98K","-0.30%"
"Jul 23, 2015","187.43","183.36","187.72","183.36","1.78M","2.02%"
"Jul 22, 2015","183.71","180.55","184.41","180.55","1.07M","1.79%"
"Jul 21, 2015","180.48","174.58","183.36","174.58","828.88K","-0.50%"
"Jul 14, 2015","181.39","182.31","182.66","180.69","680.56K","-0.08%"
"Jul 13, 2015","181.53","182.17","182.66","180.90","433.97K","-0.47%"
"Jul 12, 2015","182.38","182.02","183.36","180.83","523.95K","0.31%"
"Jul 09, 2015","181.81","182.94","183.01","181.25","585.41K","-0.43%"
"Jul 08, 2015","182.59","181.95","184.69","181.74","799.11K","0.00%"
"Jul 07, 2015","182.59","182.66","182.66","180.55","613.52K","0.66%"
"Jul 06, 2015","181.39","182.66","183.01","179.85","972.53K","-0.38%"
"Jul 05, 2015","182.09","183.85","184.34","181.74","407.40K","-0.43%"
"Jul 02, 2015","182.87","184.76","185.05","182.66","555.95K","-0.72%"
"Jun 30, 2015","184.20","183.50","185.40","182.31","925.32K","0.04%"
"Jun 29, 2015","184.13","185.47","186.45","183.29","862.34K","-0.34%"
"Jun 28, 2015","184.76","181.60","185.12","181.32","893.92K","1.82%"
"Jun 25, 2015","181.46","178.44","181.95","178.02","914.16K","1.41%"
"Jun 24, 2015","178.93","179.14","180.76","178.16","774.18K","0.95%"
"Jun 23, 2015","177.25","177.74","178.86","176.83","492.43K","-0.12%"
"Jun 22, 2015","177.46","179.14","179.14","177.18","512.09K","-0.67%"
"Jun 21, 2015","178.65","180.13","180.13","177.81","238.59K","-0.47%"
"Jun 18, 2015","179.50","179.14","180.13","177.67","429.01K","0.91%"
"Jun 17, 2015","177.88","179.85","180.20","177.46","456.08K","-0.78%"
"Jun 16, 2015","179.28","177.39","180.90","177.04","605.61K","1.19%"
"Jun 15, 2015","177.18","178.79","178.79","176.62","299.11K","-0.90%"
"Jun 14, 2015","178.79","179.14","182.17","177.53","626.23K","-0.27%"
"Jun 11, 2015","179.28","174.16","180.55","173.03","1.18M","3.74%"
"Jun 10, 2015","172.82","171.77","174.51","171.35","614.21K","1.02%"
"Jun 09, 2015","171.07","172.61","174.09","170.36","470.79K","-0.89%"
"Jun 08, 2015","172.61","173.66","174.79","172.12","597.51K","-0.48%"
"Jun 07, 2015","173.45","172.33","175.42","172.33","376.74K","0.69%"
"Jun 04, 2015","172.26","172.40","174.16","171.98","538.02K","0.00%"
"Jun 02, 2015","172.26","173.52","174.23","171.98","556.22K","0.20%"
"Jun 01, 2015","171.91","174.23","174.79","171.42","891.72K","-0.77%"
"May 31, 2015","173.24","173.17","175.21","172.89","459.35K","0.53%"
"May 28, 2015","172.33","176.33","176.33","171.63","786.49K","-1.49%"
"May 27, 2015","174.93","177.04","178.23","174.44","611.29K","-1.19%"
"May 26, 2015","177.04","179.07","180.41","176.83","381.74K","-0.67%"
"May 25, 2015","178.23","175.98","183.29","173.45","659.97K","2.01%"
"May 24, 2015","174.72","172.96","177.04","172.54","111.33K","-0.36%"
"May 21, 2015","175.35","176.33","177.04","174.86","446.74K","-0.60%"
"May 20, 2015","176.40","177.74","179.07","175.63","450.29K","-0.71%"
"May 19, 2015","177.67","176.26","179.14","175.84","391.06K","1.28%"
"May 18, 2015","175.42","173.81","175.98","172.82","550.18K","1.46%"
"May 17, 2015","172.89","171.21","175.35","170.50","373.45K","1.02%"
"May 14, 2015","171.14","172.12","172.61","170.08","492.49K","0.42%"
"May 13, 2015","170.43","172.68","172.68","169.73","421.76K","-0.08%"
"May 12, 2015","170.57","171.42","173.52","169.45","387.28K","-0.90%"
"May 11, 2015","172.12","174.93","176.33","170.71","675.67K","-0.85%"
"May 10, 2015","173.59","173.38","175.63","171.49","483.72K","1.69%"
"May 07, 2015","170.71","172.19","172.82","170.08","381.30K","-0.82%"
"May 06, 2015","172.12","170.22","172.40","170.01","524.05K","2.08%"
"May 05, 2015","168.61","168.61","171.35","167.69","342.10K","0.84%"
"May 04, 2015","167.20","177.04","177.04","166.50","654.40K","-3.25%"
"Apr 30, 2015","172.82","173.59","175.28","172.12","414.22K","-0.73%"
"Apr 29, 2015","174.09","175.49","176.33","173.52","325.50K","-0.60%"
"Apr 27, 2015","175.14","175.56","176.33","173.73","429.52K","0.44%"
"Apr 26, 2015","174.37","176.97","177.25","173.52","387.80K","-1.11%"
"Apr 23, 2015","176.33","179.28","179.28","174.72","514.64K","-0.52%"
"Apr 22, 2015","177.25","180.41","180.41","176.33","640.03K","-0.82%"
"Apr 21, 2015","178.72","179.21","181.11","178.44","567.86K","-0.63%"
"Apr 20, 2015","179.85","180.62","181.60","179.64","408.08K","0.04%"
"Apr 19, 2015","179.78","182.59","184.41","179.35","617.01K","-0.89%"
"Apr 16, 2015","181.39","182.31","183.99","181.18","513.26K","-0.62%"
"Apr 15, 2015","182.52","183.50","184.27","181.95","675.53K","-0.42%"
"Apr 13, 2015","183.29","185.82","185.82","182.66","786.19K","-1.10%"
"Apr 12, 2015","185.33","185.47","187.57","184.90","362.17K","-0.71%"
"Apr 09, 2015","186.66","184.76","187.43","184.76","1.01M","1.41%"
"Apr 08, 2015","184.06","182.66","184.69","182.66","402.99K","0.42%"
"Apr 07, 2015","183.29","185.19","185.19","182.59","374.62K","-0.49%"
"Apr 06, 2015","184.20","183.71","185.47","183.71","536.04K","-0.23%"
"Apr 05, 2015","184.62","185.40","185.40","183.50","283.23K","0.38%"
"Apr 02, 2015","183.92","186.17","186.45","183.01","824.12K","-1.32%"
"Apr 01, 2015","186.38","184.83","188.63","184.83","1.02M","0.84%"
"Mar 31, 2015","184.83","182.02","185.26","181.67","843.84K","1.70%"
"Mar 30, 2015","181.74","184.41","184.41","181.32","407.84K","-1.37%"
"Mar 29, 2015","184.27","181.88","184.98","181.81","508.44K","1.86%"
"Mar 25, 2015","180.90","180.41","181.95","179.64","630.23K","0.62%"
"Mar 24, 2015","179.78","181.25","181.25","179.64","353.97K","-0.39%"
"Mar 23, 2015","180.48","181.60","181.60","180.13","293.27K","-0.27%"
"Mar 22, 2015","180.97","180.55","181.53","179.14","234.02K","1.14%"
"Mar 19, 2015","178.93","180.55","180.55","178.51","326.11K","-0.12%"
"Mar 18, 2015","179.14","180.62","181.81","178.58","532.96K","-0.82%"
"Mar 16, 2015","180.62","182.24","182.24","180.55","346.55K","-0.54%"
"Mar 15, 2015","181.60","181.25","181.95","180.55","235.32K","0.15%"
"Mar 12, 2015","181.32","181.25","182.24","180.55","408.41K","0.12%"
"Mar 11, 2015","181.11","182.31","182.45","180.55","476.71K","-0.12%"
"Mar 10, 2015","181.32","182.66","182.66","180.48","734.39K","-0.42%"
"Mar 09, 2015","182.09","182.24","182.66","181.60","353.86K","-0.04%"
"Mar 08, 2015","182.17","184.06","184.06","181.25","232.75K","0.43%"
"Mar 05, 2015","181.39","182.66","182.94","181.11","339.85K","-0.47%"
"Mar 04, 2015","182.24","183.08","184.76","181.32","272.58K","-0.72%"
"Mar 03, 2015","183.57","181.60","183.99","181.60","255.16K","0.73%"
"Mar 02, 2015","182.24","185.40","185.75","181.81","409.91K","-1.63%"
"Mar 01, 2015","185.26","185.47","186.17","184.76","225.26K","-0.04%"
"Feb 26, 2015","185.33","185.47","186.24","184.41","416.73K","0.00%"
"Feb 25, 2015","185.33","186.45","186.73","183.92","936.99K","0.00%"
"Feb 24, 2015","185.33","186.66","187.93","184.83","911.49K","-0.45%"
"Feb 23, 2015","186.17","183.85","186.94","183.64","908.77K","1.42%"
"Feb 22, 2015","183.57","180.83","183.71","180.83","520.15K","0.69%"
"Feb 19, 2015","182.31","182.45","183.36","181.25","512.75K","0.31%"
"Feb 18, 2015","181.74","180.69","182.45","180.55","257.45K","0.74%"
"Feb 17, 2015","180.41","179.64","181.25","179.14","314.40K","0.31%"
"Feb 16, 2015","179.85","181.25","181.25","179.14","350.45K","-0.46%"
"Feb 15, 2015","180.69","182.87","182.87","179.99","235.70K","-0.19%"
"Feb 12, 2015","181.04","180.55","182.52","180.20","323.96K","0.39%"
"Feb 11, 2015","180.34","181.95","182.66","179.50","456.44K","-0.69%"
"Feb 10, 2015","181.60","183.22","183.57","180.90","592.15K","-0.31%"
"Feb 09, 2015","182.17","180.55","183.36","180.55","497.98K","0.94%"
"Feb 08, 2015","180.48","179.57","181.18","179.21","242.92K","0.39%"
"Feb 05, 2015","179.78","177.74","180.41","177.74","201.60K","0.20%"
"Feb 04, 2015","179.43","178.44","179.85","177.39","270.56K","0.44%"
"Feb 03, 2015","178.65","178.09","179.07","177.04","234.21K","0.43%"
"Feb 02, 2015","177.88","177.04","178.72","175.63","400.46K","-0.24%"
"Feb 01, 2015","178.30","178.09","179.14","176.19","218.40K","-0.20%"
"Jan 29, 2015","178.65","180.27","180.27","177.53","219.50K","-0.27%"
"Jan 28, 2015","179.14","180.20","180.20","177.74","227.45K","-0.47%"
"Jan 27, 2015","179.99","178.09","180.83","177.18","204.39K","1.23%"
"Jan 26, 2015","177.81","179.14","179.14","177.25","197.13K","0.36%"
"Jan 25, 2015","177.18","179.14","179.71","176.62","215.39K","-1.17%"
"Jan 22, 2015","179.28","178.09","179.85","177.81","216.51K","0.43%"
"Jan 21, 2015","178.51","181.88","181.88","178.09","208.49K","-0.51%"
"Jan 20, 2015","179.43","179.57","180.55","179.14","182.86K","-0.31%"
"Jan 19, 2015","179.99","181.25","181.81","179.64","269.83K","-0.77%"
"Jan 18, 2015","181.39","181.95","182.52","181.25","230.95K","-0.62%"
"Jan 15, 2015","182.52","182.66","183.15","178.79","308.36K","-0.08%"
"Jan 14, 2015","182.66","182.80","182.94","182.31","374.43K","-0.23%"
"Jan 13, 2015","183.08","182.66","183.99","182.31","325.68K","0.15%"
"Jan 12, 2015","182.80","181.32","183.36","181.32","311.00K","0.23%"
"Jan 11, 2015","182.38","182.66","183.22","182.02","275.98K","-0.23%"
"Jan 08, 2015","182.80","182.66","183.36","181.81","329.26K","0.12%"
"Jan 07, 2015","182.59","183.22","183.71","182.02","354.42K","0.00%"
"Jan 06, 2015","182.59","181.95","182.94","181.60","267.43K","0.04%"
"Jan 05, 2015","182.52","181.11","182.73","180.90","164.04K","-0.19%"
"Jan 01, 2015","182.87","183.92","183.92","181.04","191.73K","0.70%"
"Dec 30, 2014","181.60","179.85","182.66","179.35","270.02K","1.05%"
"Dec 29, 2014","179.71","181.25","181.88","179.14","209.37K","-0.54%"
"Dec 28, 2014","180.69","184.76","184.76","178.02","331.14K","0.90%"
"Dec 24, 2014","179.07","181.46","181.46","178.16","505.89K","-1.05%"
"Dec 23, 2014","180.97","183.64","183.64","180.20","308.80K","-0.58%"
"Dec 22, 2014","182.02","178.51","183.01","178.51","401.98K","2.29%"
"Dec 21, 2014","177.95","178.79","179.14","176.69","261.70K","-0.39%"
"Dec 18, 2014","178.65","178.44","180.55","177.53","365.24K","0.39%"
"Dec 17, 2014","177.95","180.27","181.74","177.04","461.03K","-1.44%"
"Dec 15, 2014","180.55","182.02","182.66","179.85","386.21K","-0.77%"
"Dec 14, 2014","181.95","182.66","183.36","181.53","225.95K","-0.69%"
"Dec 11, 2014","183.22","181.25","184.69","181.25","235.45K","-0.61%"
"Dec 10, 2014","184.34","183.36","184.76","181.25","725.97K","0.50%"
"Dec 09, 2014","183.43","184.34","185.47","182.59","653.58K","-0.42%"
"Dec 08, 2014","184.20","182.66","185.12","182.31","617.74K","1.16%"
"Dec 07, 2014","182.09","183.78","184.55","181.25","321.45K","-1.45%"
"Dec 04, 2014","184.76","184.41","185.96","183.71","384.70K","-0.68%"
"Dec 03, 2014","186.03","184.06","186.45","183.36","971.38K","1.46%"
"Dec 02, 2014","183.36","179.21","183.64","179.14","755.02K","2.76%"
"Dec 01, 2014","178.44","177.11","179.50","176.90","324.32K","0.83%"
"Nov 30, 2014","176.97","176.69","177.39","176.40","226.25K","0.40%"
"Nov 27, 2014","176.26","177.04","178.30","176.05","529.70K","-0.68%"
"Nov 26, 2014","177.46","177.74","178.72","176.69","209.71K","-0.12%"
"Nov 25, 2014","177.67","177.11","180.27","176.76","339.36K","0.68%"
"Nov 24, 2014","176.47","180.55","181.04","176.26","958.07K","-2.52%"
"Nov 23, 2014","181.04","182.73","183.29","179.99","427.51K","-0.96%"
"Nov 20, 2014","182.80","183.50","184.06","181.60","482.54K","-0.11%"
"Nov 19, 2014","183.01","183.92","185.68","182.09","382.29K","0.38%"
"Nov 18, 2014","182.31","183.08","184.41","181.95","517.01K","-0.38%"
"Nov 17, 2014","183.01","182.66","186.17","182.17","595.74K","0.11%"
"Nov 16, 2014","182.80","182.73","184.69","181.95","473.26K","0.23%"
"Nov 13, 2014","182.38","185.61","186.17","181.81","485.75K","-1.29%"
"Nov 12, 2014","184.76","181.88","187.93","180.90","717.82K","2.65%"
"Nov 11, 2014","179.99","180.97","182.66","179.50","857.04K","-1.27%"
"Nov 10, 2014","182.31","181.95","184.41","181.67","816.78K","-0.84%"
"Nov 09, 2014","183.85","186.52","187.57","183.01","665.41K","-1.36%"
"Nov 06, 2014","186.38","188.28","190.17","186.03","790.45K","-0.30%"
"Nov 05, 2014","186.94","191.79","192.14","185.82","1.05M","-2.81%"
"Nov 03, 2014","192.35","194.25","194.39","192.21","647.98K","-1.23%"
"Nov 02, 2014","194.74","196.64","198.04","194.11","690.22K","-0.54%"
"Oct 30, 2014","195.79","194.60","196.71","193.62","792.78K","1.08%"
"Oct 29, 2014","193.69","196.00","196.71","193.48","687.66K","-0.90%"
"Oct 28, 2014","195.44","196.71","196.71","194.74","721.45K","-0.72%"
"Oct 27, 2014","196.85","194.53","197.76","193.76","1.36M","1.19%"
"Oct 26, 2014","194.53","193.97","196.36","193.19","840.84K","-0.04%"
"Oct 23, 2014","194.60","196.71","196.71","192.14","823.64K","0.04%"
"Oct 22, 2014","194.53","199.52","199.52","193.90","1.13M","-1.07%"
"Oct 21, 2014","196.64","193.19","198.46","192.70","1.47M","2.60%"
"Oct 20, 2014","191.65","191.58","192.84","188.98","913.93K","0.04%"
"Oct 19, 2014","191.58","196.43","197.41","191.09","1.33M","-2.47%"
"Oct 16, 2014","196.43","201.63","201.63","195.58","1.68M","-1.82%"
"Oct 15, 2014","200.08","198.11","202.12","196.92","2.45M","1.89%"
"Oct 14, 2014","196.36","191.79","196.78","189.68","3.59M","3.67%"
"Oct 13, 2014","189.40","186.17","189.75","185.12","1.91M","1.81%"
"Oct 12, 2014","186.03","186.17","189.26","184.34","1.36M","0.04%"
"Oct 02, 2014","185.96","187.86","189.54","183.15","1.50M","-1.01%"
"Oct 01, 2014","187.86","181.67","191.02","180.06","2.13M","2.61%"
"Sep 30, 2014","183.08","185.96","186.10","179.28","1.45M","-1.51%"
"Sep 29, 2014","185.89","182.59","193.41","181.25","2.48M","4.42%"
"Sep 28, 2014","178.02","164.95","178.02","164.95","2.27M","8.71%"
"Sep 25, 2014","163.76","164.25","165.09","162.78","844.24K","0.65%"
"Sep 24, 2014","162.71","163.34","164.18","161.93","882.83K","0.18%"
"Sep 23, 2014","162.42","163.34","164.53","161.93","712.13K","-0.56%"
"Sep 22, 2014","163.34","166.50","166.50","162.99","589.29K","0.17%"
"Sep 21, 2014","163.06","165.09","165.80","162.92","977.77K","-0.94%"
"Sep 18, 2014","164.60","166.85","167.20","164.18","872.32K","-0.42%"
"Sep 17, 2014","165.30","166.22","167.27","164.74","747.09K","0.34%"
"Sep 16, 2014","164.74","164.39","165.87","163.62","561.23K","0.51%"
"Sep 15, 2014","163.90","164.32","167.20","163.62","719.76K","0.09%"
"Sep 14, 2014","163.76","164.11","165.02","163.06","849.29K","0.30%"
"Sep 11, 2014","163.27","163.69","164.88","162.99","429.75K","0.00%"
"Sep 10, 2014","163.27","165.52","165.59","162.71","961.62K","-0.81%"
"Sep 09, 2014","164.60","164.53","165.80","163.90","446.49K","-0.04%"
"Sep 08, 2014","164.67","167.90","167.90","163.69","438.47K","-0.30%"
"Sep 07, 2014","165.16","167.55","168.26","164.74","408.27K","-0.93%"
"Sep 04, 2014","166.71","170.01","170.01","166.15","420.74K","-0.13%"
"Sep 03, 2014","166.92","168.54","170.71","165.44","607.95K","-0.17%"
"Sep 02, 2014","167.20","161.51","168.11","161.51","495.48K","3.25%"
"Sep 01, 2014","161.93","165.80","165.80","161.30","613.93K","-1.66%"
"Aug 31, 2014","164.67","169.17","169.17","163.97","523.95K","-2.21%"
"Aug 28, 2014","168.40","172.12","172.12","167.55","1.09M","-1.56%"
"Aug 27, 2014","171.07","168.61","174.23","168.61","1.92M","2.24%"
"Aug 25, 2014","167.32","167.38","168.48","166.77","1.72M","-0.40%"
"Aug 24, 2014","168.00","170.44","170.44","166.47","880.53K","-0.25%"
"Aug 21, 2014","168.42","170.38","170.68","167.20","1.61M","-0.83%"
"Aug 20, 2014","169.83","169.83","170.99","168.48","1.39M","0.04%"
"Aug 19, 2014","169.77","168.00","171.05","166.77","1.43M","1.87%"
"Aug 18, 2014","166.65","168.00","168.36","166.41","744.98K","-0.66%"
"Aug 14, 2014","167.75","171.66","171.66","166.28","1.61M","-0.62%"
"Aug 13, 2014","168.79","171.05","172.27","166.22","1.22M","-0.93%"
"Aug 12, 2014","170.38","174.23","175.63","169.22","1.96M","-2.18%"
"Aug 11, 2014","174.17","171.05","174.72","170.93","3.02M","1.93%"
"Aug 10, 2014","170.87","164.94","172.21","164.82","2.51M","3.63%"
"Aug 07, 2014","164.88","164.33","165.25","163.60","1.21M","0.71%"
"Aug 06, 2014","163.72","163.72","164.15","161.89","692.46K","1.25%"
"Aug 05, 2014","161.70","163.66","164.94","160.30","713.32K","-0.46%"
"Aug 04, 2014","162.44","154.56","163.72","154.43","1.40M","5.06%"
"Aug 03, 2014","154.62","154.68","155.78","154.25","493.41K","-0.86%"
"Jul 24, 2014","155.96","153.40","156.27","152.85","694.62K","1.87%"
"Jul 23, 2014","153.09","154.92","155.17","152.72","761.49K","-1.14%"
"Jul 22, 2014","154.86","155.78","155.78","153.88","583.20K","-0.24%"
"Jul 21, 2014","155.23","153.33","156.08","152.78","867.49K","0.60%"
"Jul 20, 2014","154.31","158.83","158.83","147.84","1.83M","-8.01%"
"Jul 17, 2014","167.75","167.32","168.79","165.12","443.74K","0.84%"
"Jul 16, 2014","166.35","167.87","167.87","163.96","689.35K","0.56%"
"Jul 15, 2014","165.43","168.24","169.22","162.01","1.04M","-1.78%"
"Jul 14, 2014","168.42","170.44","170.44","167.87","695.88K","-0.51%"
"Jul 13, 2014","169.28","171.05","171.05","169.22","270.33K","-0.53%"
"Jul 10, 2014","170.19","170.26","170.93","169.16","298.74K","0.47%"
"Jul 09, 2014","169.40","169.83","170.74","169.16","270.65K","0.00%"
"Jul 08, 2014","169.40","170.44","171.17","169.10","499.06K","-0.46%"
"Jul 07, 2014","170.19","171.11","171.11","169.22","354.76K","-0.36%"
"Jul 06, 2014","170.81","170.26","171.42","170.13","274.32K","-0.07%"
"Jul 03, 2014","170.93","171.05","171.54","169.77","352.22K","-0.11%"
"Jul 02, 2014","171.11","172.03","173.13","170.74","494.28K","-0.74%"
"Jun 30, 2014","172.39","169.16","173.43","168.79","953.26K","1.84%"
"Jun 29, 2014","169.28","168.97","170.56","168.91","635.27K","0.22%"
"Jun 26, 2014","168.91","169.95","170.74","168.55","593.69K","-0.65%"
